full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,DELETE,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t
Bobby Portis,78,#1,New York Knicks,F-C,02/10/95,6-10 / 2.08,246 lbs. / 111.6 kg.,"$15,000,000",USA,2015,1,22,Arkansas,Anfernee Simons,82,74,80,97,72,95,73,40,75,69,32,25,44,95,86,89,90,27,95,80,80,79,84,82,79,82,34,59,50,57,76,55,65,28,25,67,30,36,43,97,80,0,35,0,0,5,35,45,30,25,5,85,0,30,35,3,6,4,30,40,35,40,65,35,26,40,35,0,10,0,0,15,1,55,55,0,0,0,15,40,65,55,65,95,50,30,35,15,0,0,0,15,90,35,60,65,0,0,5,5,15,25,75,0,0,0,0,0,10,0,0,30,0,0,20,0,0,0,0,0,35,40,90,62,0,66,55,11,45,40
Terry Rozier,78,#3,Charlotte Hornets,G,03/17/94,6-1 / 1.85,190 lbs. / 86.2 kg.,"$19,894,737",USA,2015,1,16,Louisville,Isaiah Hartenstein,65,70,79,88,79,85,68,75,65,70,59,56,57,75,62,62,70,62,80,70,80,42,56,50,38,60,60,41,65,60,50,54,68,46,82,70,40,85,82,95,80,65,70,0,15,30,15,20,0,0,0,5,0,40,30,3,8,7,10,25,0,30,75,0,26,50,0,0,0,0,0,0,25,75,5,50,0,0,0,0,35,30,75,95,0,0,0,0,0,0,0,0,99,70,50,55,75,0,0,0,0,0,99,25,0,0,35,0,80,29,49,0,0,25,0,0,40,0,20,15,30,5,0,37,10,14,70,49,99,55
Dennis Schroeder,78,#17,Oklahoma City Thunder,G,09/15/93,6-1 / 1.85,172 lbs. / 78 kg.,"$15,500,000",Germany,2013,1,17,,Alex Len,75,61,80,95,65,75,70,80,65,69,76,74,48,64,43,44,60,75,80,92,74,25,32,31,36,45,82,44,78,64,50,62,85,35,78,85,50,84,82,98,80,70,75,10,25,65,5,15,10,0,0,5,57,70,20,1,3,1,5,35,0,0,25,0,26,0,0,0,0,0,0,0,38,85,5,30,45,0,0,0,30,30,60,90,0,0,0,0,0,0,0,0,99,55,50,65,99,0,0,0,5,15,99,40,5,0,70,15,80,42,34,24,18,25,0,0,50,0,15,15,15,5,0,46,0,35,62,65,80,78
Jeff Teague,78,#0,Atlanta Hawks,G,06/10/88,6-3 / 1.91,181 lbs. / 82.1 kg.,"$19,000,000",USA,2009,1,19,Wake Forest,T.J. Leaf,93,64,75,78,61,85,74,65,50,70,72,60,72,80,70,61,75,60,80,65,80,44,52,58,33,64,67,45,66,58,49,60,64,35,72,65,35,81,82,90,80,45,60,0,0,35,20,25,0,0,0,10,0,40,25,1,3,2,10,55,45,35,75,50,35,30,20,15,0,8,0,15,25,5,5,50,0,0,0,0,35,20,30,51,0,0,40,0,0,0,0,0,99,55,45,55,20,30,10,10,20,30,99,20,25,40,5,0,55,7,2,28,31,15,5,15,25,15,15,15,45,0,0,37,0,18,60,14,70,35
Derrick White,78,#4,San Antonio Spurs,G,07/02/94,6-4 / 1.93,200 lbs. / 90.7 kg.,"$1,948,080",USA,2017,1,29,Colorado,Nemanja Bjelica,88,67,89,95,76,90,70,45,70,66,66,50,68,57,59,65,52,60,86,86,77,43,68,55,42,60,50,49,60,57,65,50,65,42,67,65,66,59,72,80,80,0,70,0,5,25,15,30,0,0,0,15,0,25,20,3,9,7,5,55,30,50,99,45,30,40,0,0,0,0,0,0,5,5,5,50,0,0,0,15,40,35,35,75,0,0,0,0,0,0,0,0,99,55,45,55,0,65,0,0,10,20,99,5,0,0,0,0,55,5,17,0,0,0,0,0,0,0,0,0,45,5,0,67,20,38,60,28,75,55
Justise Winslow,78,#0,Memphis Grizzlies,F,03/26/96,6-6 / 1.98,222 lbs. / 100.7 kg.,"$13,000,000",USA,2015,1,10,Duke,E'Twaun Moore,91,81,87,95,82,90,79,25,55,64,47,40,57,79,70,76,78,54,80,82,82,70,76,75,68,70,43,62,51,65,69,65,58,41,35,58,40,37,41,70,80,0,40,0,5,10,25,40,30,20,0,55,0,25,40,1,2,1,10,40,40,40,75,40,30,40,35,10,0,0,0,0,20,5,5,50,0,0,15,0,55,55,60,95,25,15,20,0,0,15,35,15,99,35,50,60,0,25,0,0,10,20,99,5,0,0,0,0,10,8,27,10,0,0,20,0,0,0,0,0,65,5,35,53,0,41,69,28,50,20
Darius Garland,77,#10,Cleveland Cavaliers,G,06/26/00,6-1 / 1.85,175 lbs. / 79.4 kg.,"$6,400,920",USA,2019,1,5,Vanderbilt,Denzel Valentine,89,72,82,98,80,95,76,40,35,80,58,35,52,69,64,61,65,58,88,75,85,62,75,80,66,80,60,50,47,54,65,72,48,43,37,42,30,36,71,98,80,0,45,0,0,5,20,70,25,20,5,30,0,15,30,2,5,3,15,45,45,65,70,45,20,20,0,0,0,5,15,5,15,5,5,50,0,0,15,0,50,25,15,95,15,5,35,0,0,0,5,0,45,10,55,60,0,90,0,0,10,20,85,0,0,0,0,0,10,5,16,0,0,0,0,0,10,0,0,0,40,20,25,69,10,25,45,15,65,55
De'Andre Hunter,77,#12,Atlanta Hawks,F,12/01/97,6-7 / 2.01,225 lbs. / 102.1 kg.,"$7,068,360",USA,2019,1,4,Virginia,Dirk Nowitzki,76,83,79,98,78,75,60,65,50,40,79,68,80,80,55,50,40,65,88,60,80,37,57,60,51,74,63,64,60,65,40,44,77,40,47,77,40,60,64,80,97,40,5,0,10,25,20,50,30,35,50,60,67,49,35,6,3,2,75,86,62,55,40,40,99,20,40,6,30,2,4,4,45,55,0,75,0,0,30,70,40,40,40,50,0,0,0,0,0,0,0,0,75,60,88,95,10,15,2,25,38,76,3,77,50,35,35,15,66,15,0,70,70,58,30,80,5,5,5,18,51,15,0,54,58,52,60,62,40,20
Al-Farouq Aminu,77,#2,Orlando Magic,F,09/21/90,6-8 / 2.03,215 lbs. / 97.5 kg.,"$9,258,000",Nigeria,2010,1,8,Wake Forest,Landry Shamet,82,79,87,90,81,90,74,35,75,52,26,30,38,98,87,87,80,41,85,81,80,84,78,79,37,77,25,60,57,57,77,50,52,37,35,52,65,31,41,90,80,0,50,0,0,5,25,55,60,75,80,65,0,5,20,4,4,1,20,55,55,75,80,45,40,36,35,15,45,12,15,15,15,35,75,25,0,0,50,15,55,45,40,53,50,10,35,20,35,10,55,25,50,45,50,60,0,90,0,0,15,25,75,0,0,5,15,0,10,0,0,5,10,5,20,5,0,0,0,3,65,45,25,64,0,62,64,26,50,0
Mo Bamba,77,#5,Orlando Magic,C,05/12/98,7-0 / 2.13,225 lbs. / 102.1 kg.,"$5,697,600",USA,2018,1,6,Texas,Damyean Dotson,70,84,85,92,75,90,79,40,70,54,40,31,46,80,86,86,79,33,80,64,80,74,71,70,41,72,33,66,64,62,72,58,70,42,35,68,45,33,55,85,80,0,55,5,10,5,30,60,20,10,5,45,25,25,20,1,2,1,25,45,40,50,50,45,20,20,15,15,0,15,0,0,10,5,65,5,20,10,35,55,40,25,25,75,15,0,30,0,0,0,15,0,50,45,50,55,25,10,0,0,10,20,99,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,25,20,30,46,0,43,65,9,50,25
Nicolas Batum,77,#5,Charlotte Hornets,F-G,12/14/88,6-9 / 2.06,210 lbs. / 95.3 kg.,"$25,565,217",France,2008,1,25,,Ante Zizic,94,80,32,70,71,65,62,70,65,64,73,84,68,68,58,60,60,78,85,89,80,25,32,34,34,55,64,41,65,61,52,61,62,32,84,74,45,88,89,80,80,65,75,15,5,35,5,65,48,53,55,5,42,70,35,2,3,1,0,20,0,0,25,0,0,0,0,0,0,0,0,0,28,5,5,50,0,0,0,0,45,35,55,52,0,0,0,0,0,0,0,0,99,65,55,55,99,0,0,0,0,0,99,30,18,10,35,20,55,54,36,0,21,10,0,0,22,5,21,20,15,29,0,61,0,40,52,38,99,44
Malik Beasley,77,#0,Minnesota Timberwolves,G,11/26/96,6-4 / 1.93,198 lbs. / 89.8 kg.,"$2,731,713",USA,2016,1,19,Florida State,Udonis Haslem,74,78,25,88,69,70,70,75,60,54,70,70,70,95,54,29,57,84,81,96,75,28,40,32,31,65,78,29,78,78,29,63,66,58,37,66,75,74,70,95,83,50,45,10,75,30,0,15,5,5,5,5,46,55,15,26,50,24,35,55,44,0,0,88,35,85,0,6,0,2,4,4,0,55,0,75,0,0,0,100,25,25,25,53,0,0,0,0,0,0,0,0,75,20,46,51,50,0,0,2,3,5,3,3,0,0,50,0,1,25,0,25,5,25,0,0,0,0,25,13,31,5,5,60,90,55,80,44,88,85
Nemanja Bjelica,77,#88,Sacramento Kings,F-G,05/09/88,6-10 / 2.08,224 lbs. / 101.6 kg.,"$6,825,000",Serbia,2010,2,35,,Luke Kennard,87,85,84,94,87,95,72,30,40,65,35,28,50,85,66,61,60,40,88,85,80,61,72,77,46,78,35,64,50,54,65,50,60,36,40,60,30,29,60,95,80,0,35,0,0,5,10,65,20,15,5,60,0,15,30,1,3,1,20,60,55,50,85,60,40,35,35,25,25,15,30,25,25,0,0,50,0,0,25,0,30,25,20,75,20,0,35,0,0,0,20,0,90,30,50,60,0,35,0,0,5,15,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,70,10,30,39,10,40,35,25,45,35
DeMarre Carroll,77,#0,Houston Rockets,F,07/27/86,6-6 / 1.98,212 lbs. / 96.2 kg.,"$7,339,258",USA,2009,1,27,Missouri,Ivan Rabb,92,69,50,50,71,60,62,75,60,50,73,70,66,80,68,65,69,60,84,85,80,50,39,36,45,52,69,42,68,59,47,54,55,40,57,52,35,88,89,60,80,75,75,15,50,50,5,25,0,0,0,15,41,50,30,6,8,3,25,30,10,0,25,0,20,0,0,0,0,0,0,0,25,55,0,50,0,0,0,0,55,55,75,90,0,0,0,0,0,0,0,0,99,65,55,60,25,0,0,0,10,20,99,45,10,55,25,10,65,44,45,25,15,50,0,0,40,35,25,25,20,15,0,40,0,40,68,44,75,80
Ed Davis,77,#17,Utah Jazz,F,06/05/89,6-9 / 2.06,215 lbs. / 97.5 kg.,"$4,767,000",USA,2010,1,13,North Carolina,Channing Frye,80,82,84,82,79,50,70,60,59,47,68,72,69,48,48,32,60,68,75,58,75,25,37,28,37,70,67,45,70,76,45,57,68,36,53,68,45,32,66,95,80,55,65,0,25,15,25,5,0,0,0,5,0,37,15,33,31,36,15,60,35,60,99,30,20,20,0,0,0,0,0,0,5,5,5,50,0,0,0,0,20,20,10,95,0,0,0,0,0,0,0,0,99,10,40,55,20,95,0,0,5,15,99,60,0,15,10,5,90,21,22,25,19,15,0,10,20,0,0,20,30,5,0,47,20,39,35,38,70,40
Taj Gibson,77,#67,New York Knicks,F,06/24/85,6-9 / 2.06,225 lbs. / 102.1 kg.,"$9,000,000",USA,2009,1,26,USC,Fat Lever,78,76,74,88,80,80,78,25,40,60,55,60,51,80,87,87,75,50,93,97,88,87,86,82,82,80,50,80,80,88,83,80,76,75,35,76,80,42,54,70,90,70,20,40,35,29,5,20,44,79,7,75,1,38,20,17,59,24,10,28,77,0,9,67,10,60,0,0,0,0,0,0,95,5,55,15,67,73,30,90,5,5,5,51,59,33,5,76,1,15,51,59,65,60,62,30,99,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,50,50,0,30,5,28,77,77,67,60
Jerami Grant,77,#9,Denver Nuggets,F,03/12/94,6-8 / 2.03,214 lbs. / 97.1 kg.,"$9,346,153",USA,2014,2,39,Syracuse,Adrian Griffin,88,83,75,88,84,70,74,35,75,57,43,53,52,90,74,74,78,61,95,85,84,69,74,69,42,64,49,77,75,78,77,77,77,83,32,77,75,60,61,95,79,60,10,5,50,40,25,15,5,5,5,5,35,44,35,22,42,36,30,50,70,15,0,78,15,70,0,4,0,5,5,11,35,10,5,75,10,0,0,99,0,0,0,50,0,0,0,0,0,0,0,0,25,55,40,40,90,0,0,0,0,0,3,0,0,0,0,0,0,0,20,30,30,0,0,0,0,0,0,0,42,0,0,35,30,40,78,80,78,70
Danny Green,77,#14,Los Angeles Lakers,G,06/22/87,6-6 / 1.98,209 lbs. / 94.8 kg.,"$14,634,147",USA,2009,2,46,North Carolina,DeMarcus Cousins,78,63,62,90,68,69,78,89,76,77,82,85,85,89,57,56,65,88,92,64,55,54,66,54,64,78,64,42,64,70,43,62,83,70,77,84,39,49,82,95,86,75,75,20,25,20,0,80,15,0,0,10,65,55,40,19,14,67,15,55,45,60,75,35,50,15,10,0,0,0,0,10,45,95,95,0,65,5,5,0,60,20,55,75,0,0,0,0,0,0,0,0,99,75,95,99,75,0,30,30,40,50,10,50,15,20,55,55,80,41,35,42,26,60,25,30,60,55,40,55,25,10,40,68,99,57,68,47,75,65
Tim Hardaway Jr,77,#11,Dallas Mavericks,G,03/16/92,6-5 / 1.96,199 lbs. / 90.3 kg.,"$20,025,127",USA,2013,1,24,Michigan,DeMarcus Cousins,78,63,62,90,68,69,78,89,76,77,82,85,85,89,57,56,65,88,92,64,55,54,66,54,64,78,64,42,64,70,43,62,83,70,77,84,39,49,82,95,86,75,75,20,25,20,0,80,15,0,0,10,65,55,40,19,14,67,15,55,45,60,75,35,50,15,10,0,0,0,0,10,45,95,95,0,65,5,5,0,60,20,55,75,0,0,0,0,0,0,0,0,99,75,95,99,75,0,30,30,40,50,10,50,15,20,55,55,80,41,35,42,26,60,25,30,60,55,40,55,25,10,40,68,99,57,68,47,75,65
Alex Len,77,#0,Sacramento Kings,C,06/16/93,7-0 / 2.13,225 lbs. / 102.1 kg.,"$4,160,000",Ukraine,2013,1,5,Maryland,Serge Ibaka,89,89,70,97,76,85,71,80,80,50,70,60,57,81,49,52,83,75,91,75,90,33,35,29,34,72,80,56,80,78,57,71,92,33,81,85,75,67,83,98,82,75,70,30,50,20,20,30,0,0,0,5,0,31,50,10,16,74,25,55,45,55,75,35,40,10,0,0,40,0,0,0,25,5,5,85,1,0,0,0,40,20,45,90,0,0,0,0,0,0,0,0,99,65,60,70,40,0,5,5,15,25,99,20,5,45,35,10,80,52,55,60,21,25,10,10,35,5,10,18,35,5,0,37,10,32,90,59,70,55
Kevon Looney,77,#5,Golden State Warriors,F,02/06/96,6-9 / 2.06,222 lbs. / 100.7 kg.,"$4,464,286",USA,2015,1,30,UCLA,Serge Ibaka,89,89,70,97,76,85,71,80,80,50,70,60,57,81,49,52,83,75,91,75,90,33,35,29,34,72,80,56,80,78,57,71,92,33,81,85,75,67,83,98,82,75,70,30,50,20,20,30,0,0,0,5,0,31,50,10,16,74,25,55,45,55,75,35,40,10,0,0,40,0,0,0,25,5,5,85,1,0,0,0,40,20,45,90,0,0,0,0,0,0,0,0,99,65,60,70,40,0,5,5,15,25,99,20,5,45,35,10,80,52,55,60,21,25,10,10,35,5,10,18,35,5,0,37,10,32,90,59,70,55
Monte Morris,77,#11,Denver Nuggets,G,06/27/95,6-2 / 1.88,175 lbs. / 79.4 kg.,"$1,588,231",USA,2017,2,51,Iowa State,Aaron Gordon,63,68,74,97,69,80,76,91,86,70,68,54,56,91,67,63,88,68,91,86,85,62,58,51,60,56,74,75,71,65,70,64,64,34,53,64,66,46,67,95,83,80,80,65,75,15,10,15,0,0,0,10,0,44,35,5,55,40,20,50,40,65,70,35,40,40,50,0,20,0,0,10,0,5,5,50,0,0,0,15,50,55,65,75,0,0,10,0,0,0,0,0,99,65,75,80,0,0,15,15,25,35,75,25,0,50,5,0,70,7,18,33,33,10,25,0,45,35,30,15,30,5,0,59,20,36,76,28,40,55
Nerlens Noel,77,#9,Oklahoma City Thunder,F-C,04/10/94,6-10 / 2.08,206 lbs. / 93.4 kg.,"$1,882,867",USA,2013,1,6,Kentucky,Zion Williamson,71,53,62,90,55,51,76,86,82,61,61,55,50,76,77,77,90,74,81,76,80,65,64,56,56,60,64,55,67,71,67,61,80,61,67,80,51,66,60,95,96,75,80,99,75,15,50,40,55,35,25,5,71,56,50,27,51,22,20,55,25,60,75,5,20,5,30,0,0,0,0,0,75,85,90,5,75,10,15,0,65,25,55,75,10,0,0,0,0,0,15,0,95,95,80,80,25,0,30,30,40,50,35,70,10,65,20,20,90,55,55,43,9,50,25,45,45,35,30,30,45,20,0,46,40,54,86,21,50,50
Mason Plumlee,77,#24,Denver Nuggets,C-F,03/05/90,6-11 / 2.11,238 lbs. / 108 kg.,"$14,041,096",USA,2013,1,22,Duke,Rudy Gay,84,86,80,90,78,61,81,51,76,56,81,64,71,72,69,73,77,61,90,75,78,67,74,66,54,52,64,57,62,70,72,47,76,38,52,76,31,39,80,95,81,40,70,90,50,20,25,50,0,0,0,20,0,29,65,12,22,66,15,55,55,35,75,35,60,25,10,0,40,8,0,30,30,75,35,0,55,0,5,15,40,50,55,55,15,0,15,0,0,0,15,0,75,65,75,80,0,10,35,35,45,55,35,50,5,50,15,5,65,16,23,50,39,40,0,15,25,25,15,20,30,30,20,70,20,63,70,37,60,30
Jakob Poeltl,77,#25,San Antonio Spurs,C-F,10/15/95,7-1 / 2.16,239 lbs. / 108.4 kg.,"$3,754,885",Austria,2016,1,9,Utah,Rudy Gay,84,86,80,90,78,61,81,51,76,56,81,64,71,72,69,73,77,61,90,75,78,67,74,66,54,52,64,57,62,70,72,47,76,38,52,76,31,39,80,95,81,40,70,90,50,20,25,50,0,0,0,20,0,29,65,12,22,66,15,55,55,35,75,35,60,25,10,0,40,8,0,30,30,75,35,0,55,0,5,15,40,50,55,55,15,0,15,0,0,0,15,0,75,65,75,80,0,10,35,35,45,55,35,50,5,50,15,5,65,16,23,50,39,40,0,15,25,25,15,20,30,30,20,70,20,63,70,37,60,30
Dwight Powell,77,#7,Dallas Mavericks,F-C,07/20/91,6-10 / 2.08,234 lbs. / 106.1 kg.,"$10,259,375",Canada,2014,2,45,Stanford,Josh Richardson,71,77,75,97,82,91,74,46,81,60,28,26,44,81,76,79,68,53,76,81,80,75,74,65,62,64,45,81,81,84,83,78,53,39,47,88,81,32,43,95,83,0,70,0,25,5,20,40,0,0,0,10,0,26,30,7,46,47,20,45,45,45,99,35,26,35,25,10,20,5,0,0,15,5,5,50,0,0,0,0,55,50,55,95,15,15,20,0,0,15,15,0,99,45,55,60,0,35,0,0,5,15,99,5,0,0,0,0,10,3,9,30,11,0,15,0,0,0,0,0,25,25,35,72,20,46,65,36,55,60
Taurean Prince,77,#2,Brooklyn Nets,F,03/22/94,6-7 / 2.01,220 lbs. / 99.8 kg.,"$3,481,985",USA,2016,1,12,Baylor,Zach LaVine,70,72,69,76,83,75,79,60,97,69,38,44,58,95,86,86,98,44,98,85,80,81,80,69,54,72,49,65,64,67,71,45,52,41,50,52,50,35,57,98,79,75,90,90,99,75,35,30,65,70,75,40,84,53,30,9,54,37,70,68,60,50,70,36,55,35,25,4,35,3,8,10,5,10,40,5,45,25,25,50,80,80,80,48,25,5,35,10,5,15,45,15,80,70,60,77,0,0,2,16,24,48,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,72,30,10,75,64,68,67,60,36,35
Dario Saric,77,#20,Phoenix Suns,F,04/08/94,6-10 / 2.08,216 lbs. / 98 kg.,"$3,481,985",Croatia,2014,1,12,,Brandon Ingram,84,76,73,92,65,77,79,62,72,57,59,61,73,77,68,75,74,39,86,77,84,67,75,72,46,67,58,66,72,74,69,65,78,30,50,75,37,34,55,95,84,25,70,15,50,10,35,55,25,20,5,15,0,47,45,6,23,71,30,50,40,20,75,35,40,25,15,5,25,10,5,20,47,5,15,30,50,0,0,0,50,45,50,75,20,15,25,15,5,5,20,5,75,55,65,75,0,40,35,35,45,55,65,10,5,50,15,0,75,2,2,27,48,0,0,15,35,0,0,0,35,35,35,50,10,28,66,25,60,35
Collin Sexton,77,#2,Cleveland Cavaliers,G,01/04/99,6-1 / 1.85,190 lbs. / 86.2 kg.,"$4,764,960",USA,2018,1,8,Alabama,Kyle Korver,77,88,90,98,77,95,65,25,25,44,27,25,55,72,40,49,52,31,95,95,80,27,60,74,32,79,42,65,65,74,60,59,80,31,37,75,45,25,51,98,84,40,10,5,0,0,45,5,25,35,40,30,61,8,5,2,89,9,45,50,53,95,75,54,25,15,2,2,0,10,4,15,5,0,0,80,20,0,0,99,40,40,40,50,5,0,15,0,0,0,0,0,90,20,60,50,0,55,0,2,3,5,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,45,20,15,45,62,50,40,53,54,15
Dennis Smith,77,#5,New York Knicks,G,11/25/97,6-2 / 1.88,195 lbs. / 88.5 kg.,"$4,463,640",USA,2017,1,9,NC State,Shai Gilgeous-Alexander,80,83,81,80,79,54,79,39,64,58,71,49,72,79,81,81,82,59,88,74,80,81,85,82,65,79,50,73,69,70,81,75,72,62,55,76,64,38,44,70,86,0,60,10,50,15,30,40,55,65,0,55,16,40,45,9,34,57,20,45,40,20,60,10,35,0,0,0,20,0,0,0,15,80,80,25,5,0,15,40,75,55,75,75,25,10,30,5,0,5,30,10,90,35,55,55,0,0,5,5,15,25,99,10,0,0,75,0,65,11,11,76,86,0,20,15,20,15,0,0,65,35,10,52,60,44,50,25,40,15
Cody Zeller,77,#40,Charlotte Hornets,C-F,10/05/92,7-0 / 2.13,230 lbs. / 104.3 kg.,"$14,471,910",USA,2013,1,4,Indiana,Aaron McKie,78,89,74,90,76,70,84,55,62,65,55,37,57,80,73,69,62,60,87,80,85,79,80,79,73,79,66,75,63,74,82,66,70,71,30,70,70,33,57,95,80,55,62,62,50,10,30,62,69,70,72,81,70,57,20,40,24,36,60,72,25,40,42,35,50,10,41,4,8,3,5,10,43,50,52,42,20,30,52,55,70,70,70,57,30,30,15,0,15,37,0,15,55,43,50,55,30,0,2,17,26,51,2,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,73,60,40,69,51,67,25,25,35,10
Ivica Zubac,77,#40,Los Angeles Clippers,C,03/18/97,7-0 / 2.13,265 lbs. / 120.2 kg.,"$6,481,482",Croatia,2016,2,32,,Thaddeus Young,87,50,76,97,62,78,77,53,77,63,66,81,74,78,70,61,81,68,86,83,85,48,65,34,43,63,76,67,76,79,68,78,68,71,50,68,68,66,60,95,79,50,70,15,50,35,30,30,0,0,0,15,14,53,40,14,40,46,10,50,40,25,60,10,5,5,0,0,5,0,0,0,25,50,75,20,0,0,25,15,50,15,45,25,0,0,0,0,0,0,0,0,99,55,50,60,55,0,5,5,15,25,99,45,10,50,5,0,75,42,41,8,0,10,25,0,50,30,15,25,35,15,5,73,40,72,70,24,50,60
Jarrett Culver,77,#23,Minnesota Timberwolves,G,02/20/99,6-6 / 1.98,195 lbs. / 88.5 kg.,"$5,813,640",USA,2019,1,6,Texas Tech,Thaddeus Young,87,50,76,97,62,78,77,53,77,63,66,81,74,78,70,61,81,68,86,83,85,48,65,34,43,63,76,67,76,79,68,78,68,71,50,68,68,66,60,95,79,50,70,15,50,35,30,30,0,0,0,15,14,53,40,14,40,46,10,50,40,25,60,10,5,5,0,0,5,0,0,0,25,50,75,20,0,0,25,15,50,15,45,25,0,0,0,0,0,0,0,0,99,55,50,60,55,0,5,5,15,25,99,45,10,50,5,0,75,42,41,8,0,10,25,0,50,30,15,25,35,15,5,73,40,72,70,24,50,60
Willy Hernangomez,76,#9,Charlotte Hornets,C-F,05/27/94,6-11 / 2.11,255 lbs. / 115.7 kg.,"$1,676,735",Spain,2015,2,35,,Jaylen Brown,79,81,75,90,63,57,73,37,82,63,45,39,41,85,74,78,81,66,77,77,82,73,79,72,31,79,55,82,78,84,85,77,75,46,52,89,77,39,58,95,86,25,90,65,50,10,15,75,15,5,0,10,0,47,30,5,51,44,10,45,40,55,65,35,20,25,35,10,0,0,0,20,5,5,5,50,0,0,0,0,75,60,65,90,20,0,15,0,0,0,15,0,80,65,65,75,55,45,10,10,20,30,75,20,0,0,0,0,75,4,12,30,46,0,10,0,25,0,0,0,35,25,10,50,20,42,64,24,60,45
Trevor Ariza,76,#0,Portland Trail Blazers,F-G,06/30/85,6-8 / 2.03,210 lbs. / 95.3 kg.,"$12,200,000",USA,2004,2,43,UCLA,P.J. Tucker,72,81,79,92,67,67,57,47,57,51,56,56,55,78,60,60,63,82,85,93,94,41,62,67,26,66,81,84,71,86,84,72,78,67,48,78,77,45,59,95,79,0,55,0,25,20,35,45,0,0,0,5,0,29,5,1,90,9,5,45,35,50,75,30,16,20,0,0,15,0,0,0,15,5,0,50,10,0,0,0,40,25,65,95,15,0,0,0,0,0,15,0,70,50,30,40,0,20,0,0,0,0,99,5,0,0,0,0,65,18,29,14,14,0,0,0,0,0,0,0,30,10,15,77,40,70,55,17,60,65
DJ Augustin,76,#14,Orlando Magic,G,11/10/87,5-11 / 1.80,180 lbs. / 81.6 kg.,"$7,250,000",USA,2008,1,9,Texas,P.J. Tucker,72,81,79,92,67,67,57,47,57,51,56,56,55,78,60,60,63,82,85,93,94,41,62,67,26,66,81,84,71,86,84,72,78,67,48,78,77,45,59,95,79,0,55,0,25,20,35,45,0,0,0,5,0,29,5,1,90,9,5,45,35,50,75,30,16,20,0,0,15,0,0,0,15,5,0,50,10,0,0,0,40,25,65,95,15,0,0,0,0,0,15,0,70,50,30,40,0,20,0,0,0,0,99,5,0,0,0,0,65,18,29,14,14,0,0,0,0,0,0,0,30,10,15,77,40,70,55,17,60,65
